origional tweet,user
RT @InnaSovsun: This map clearly shows that #Ukraine can liberate all its territories. We liberated about 77K km². We can take back the res…,MiaMarie #GARunOff #TeamWarnock
RT @tomaburque: Another #Ukraine soldier visits his family in newly liberated #Kherson region 🇺🇦❤️🇺🇦❤️ https://t.co/xVZlGYCFMP,Mace
"RT @GlasnostGone: Russia's killing itself. Head of mercenary group Wagner &amp; Putin ally Yevgeny Prigozhin, defended a brutal video showing t…",Wojo2427
RT @andrewmichta: Let’s put #Putin’s nuclear brinkmanship to bed once and for all:  There should be no doubt that if he were to use nuclear…,Grzegorz
"RT @SLUNNewYork: #SriLanka is of the view that the most urgent step is to engage in talks for a #ceasefire, to end the #conflict and allevi…",Sugeeshwara Gunaratna
"RT @BalticSnowTiger: All smiles in liberated #Kherson🍉 today with @ZelenskyyUa.  Now, we need🇩🇪дикі коти⚡️wildcats for🇺🇦#Ukraine!  Please @…",Naftali “Geriatric Millenial” Quartey 🌻
"RT @LukaszukAB: Yes! I finally made it onto Russia’s sanction list! No vacation in Moscow for me, but Ukrainian Odessa is always nice to vi…",Karen Decoux
Alexander Vindman breaks down Ukraine's counteroffensive operation #Canada #ElectionDay #UnitedStates #Kherson #Ukraine # https://t.co/8amEYlTkXW,شذي مصباح
"RT @UAWeapons: #Ukraine: A destroyed Ukrainian Zuzana 2 155mm self-propelled howitzer, which was purchased from Slovakia.  It is currently…",Jane Ebner
RT @Tendar: President Zelensky visited a place which is in firing range of Russian artillery.   Would Putin visit a place which would be in…,Lyndon Rosser🏴󠁧󠁢󠁷󠁬󠁳󠁿🇺🇦🌻
"Love this! Please, listen to this! #SlavaUkraine #StandWithUkraine #ukraine https://t.co/blp1FMZAcp",Jaana Pohja 🇫🇮 🇪🇺
"RT @vamelina: If you have never seen Kinburn Spit in the south of #Ukraine, it's time to start dreaming of seeing it.   #UkraineWillWin htt…",Ukraine suporter mikael mattsson
😪In #Kherson region #Russians HANGED Red Book HAMSTERS for fun.   #Ukraine  #StopRussiaNOW #UkraineRussiaWar #StandWithUkraine #SupportUkraine #StopPutin #StopRussia #RussiaInvadedUkraine #RussiaIsATerroristState #RedBook #RussiaIsLosing https://t.co/MCg5wxKQSN,Tamara
Reportedly a video of a helicopter attack towards East of Dnipro. #OSINT #Ukraine #Kherson #UkraineRussiaWar https://t.co/eivOthyOEW,@PStyleOne1@mastodon.online
RT @trade_yyc: So the same people who stole donations for #BLM now did it again through #FTX and #Ukraine war scheme....wow how long are we…,SaltyMongo51
"RT @GlasnostGone: Showing he's a true leader, today, President Zelensky visited Kherson city, days after it was liberated from Russian by U…",Jacek Dulinski ✝️ #StandWithUkraine
RT @andrewmichta: Let’s put #Putin’s nuclear brinkmanship to bed once and for all:  There should be no doubt that if he were to use nuclear…,maria.przełomiec
"🇺🇦⚡️Olga Lakunova, a Ukrainian and former captive, thinks the FIRST thing #Ukraine should do is to KILL ALL RUSSIANS, ""even small children,"" calling for ETHNIC CLEANSING to ensure that EVERY Russian is wiped out, as she shares her not-so-modest proposal LIVE on Ukrainian TV. https://t.co/2HxYWtybH8",hem_day
RT @Commentary: The populist right’s incandescently stupid campaign to popularize opposition to the Ukrainian cause is monumentally witless…,Sahib of Simla
⭕ Der Spiegel on a secret document of the German army: a fundamental change must be made in our military strategy after #Russia invades #Ukraine  👈 The conflict on the eastern Nito border with #Russia   1/,Palestine News 24/7
RT @BulletinAtomic: Two psychoanalysts take a deep dive into Putin's psychology and how it could impact his view on using #nuclearweapons i…,"Frances Stewart, M.D."
RT @tomaburque: #Ukraine sniper with a thermal sight takes out 3 of 5 #Russian soldiers https://t.co/YoPDgJTPuW,Zedoge 🇵🇹🇺🇦
RT @tomaburque: #Ukraine sniper with a thermal sight takes out 3 of 5 #Russian soldiers https://t.co/YoPDgJTPuW,Never forget
"#SriLanka is of the view that the most urgent step is to engage in talks for a #ceasefire, to end the #conflict and alleviate the humanitarian suffering…respectfully requests that this august assembly does not exacerbate the conflict…” https://t.co/G5H3YHHs5j #Ukraine","Sri Lanka at UN, NY"
